Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,year,month
2013-12-06,2013-12-10,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.0,585.552,2013,December
2013-12-06,2013-12-10,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0.0,80.6285,2013,December
2013-03-14,2013-03-17,First Class,Home Office,United States,Scottsdale,Arizona,West,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766,2013,March
2013-03-14,2013-03-17,First Class,Home Office,United States,Scottsdale,Arizona,West,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388,2013,March
2012-05-31,2012-06-02,First Class,Corporate,United States,San Jose,California,West,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0.0,26.271,2012,May
2012-05-31,2012-06-02,First Class,Corporate,United States,San Jose,California,West,Office Supplies,Paper,Xerox 1883,105.52,4,0.0,48.5392,2012,May
2012-05-31,2012-06-02,First Class,Corporate,United States,San Jose,California,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0.0,21.0288,2012,May
2012-05-28,2012-06-03,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Art,Newell 311,6.63,3,0.0,1.7901,2012,May
2011-03-01,2011-03-06,Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.4764,2011,March
2013-11-21,2013-11-25,Standard Class,Consumer,United States,Edmond,Oklahoma,Central,Office Supplies,Labels,Avery 519,14.62,2,0.0,6.8714,2013,November
2013-11-21,2013-11-25,Standard Class,Consumer,United States,Edmond,Oklahoma,Central,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0.0,236.2325,2013,November
2013-05-12,2013-05-13,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1920,5.98,1,0.0,2.691,2013,May
2012-12-28,2012-12-31,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596,2012,December
2013-11-17,2013-11-21,Standard Class,Consumer,United States,Carlsbad,New Mexico,West,Office Supplies,Envelopes,Staples,28.4,5,0.0,13.348,2013,November
2013-11-08,2013-11-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688,2013,November
2011-09-08,2011-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,3,0.2,2.7324,2011,September
2011-09-08,2011-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992,2011,September
2011-09-08,2011-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347,2011,September
2011-09-08,2011-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858,2011,September
2011-09-08,2011-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.8136,2011,September
2011-09-08,2011-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849,2011,September
2011-09-08,2011-09-12,Standard Class,Consumer,United States,San Antonio,Texas,Central,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985,2011,September
2011-08-05,2011-08-09,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,3,0.0,9.8418,2011,August
2011-08-05,2011-08-09,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1913,110.96,2,0.0,53.2608,2011,August
2011-08-05,2011-08-09,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259,2011,August
2011-09-14,2011-09-19,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12,2011,September
2011-09-14,2011-09-19,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.552,2011,September
2014-04-22,2014-04-26,Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16,2014,April
2012-11-21,2012-11-23,Second Class,Consumer,United States,Newark,Ohio,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,7,0.3,-11.3372,2012,November
2012-11-21,2012-11-23,Second Class,Consumer,United States,Newark,Ohio,East,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715,2012,November
2012-12-15,2012-12-19,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0.0,1.4104,2012,December
2011-12-05,2011-12-09,Second Class,Corporate,United States,Decatur,Illinois,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,0.2,1.8612,2011,December
2011-12-05,2011-12-09,Second Class,Corporate,United States,Decatur,Illinois,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,2011,December
2011-11-19,2011-11-24,Second Class,Home Office,United States,Monroe,Louisiana,South,Technology,Phones,AT&T TR1909W,503.96,4,0.0,131.0296,2011,November
2011-11-19,2011-11-24,Second Class,Home Office,United States,Monroe,Louisiana,South,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0.0,41.986,2011,November
2011-11-19,2011-11-24,Second Class,Home Office,United States,Monroe,Louisiana,South,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2,0.0,7.25,2011,November
2013-11-29,2013-12-03,Standard Class,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.4368,2013,November
2011-08-26,2011-08-30,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0.0,22.984,2011,August
2013-07-17,2013-07-23,Standard Class,Corporate,United States,Grand Prairie,Texas,Central,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224,2013,July
2013-07-17,2013-07-23,Standard Class,Corporate,United States,Grand Prairie,Texas,Central,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,0.2,6.255,2013,July
2012-10-12,2012-10-14,First Class,Home Office,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392,2012,October
2012-10-12,2012-10-14,First Class,Home Office,United States,New York City,New York,East,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0.0,20.0928,2012,October
2012-10-12,2012-10-14,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Xerox 205,51.84,8,0.0,24.8832,2012,October
2012-10-12,2012-10-14,First Class,Home Office,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764,2012,October
2012-10-12,2012-10-14,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.567,2012,October
2012-10-31,2012-11-06,Standard Class,Corporate,United States,Redlands,California,West,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,7,0.0,6.7116,2012,October
2011-03-21,2011-03-25,Standard Class,Consumer,United States,Hamilton,Ohio,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,2011,March
2011-03-21,2011-03-25,Standard Class,Consumer,United States,Hamilton,Ohio,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3,0.2,1.5876,2011,March
2014-11-07,2014-11-14,Standard Class,Home Office,United States,Westfield,New Jersey,East,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,3,0.0,12.0276,2014,November
2014-07-07,2014-07-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586,2014,July
2014-07-07,2014-07-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203,2014,July
2014-06-25,2014-06-30,Standard Class,Consumer,United States,Akron,Ohio,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,3,0.2,6.795,2014,June
2011-08-03,2011-08-05,First Class,Consumer,United States,Denver,Colorado,West,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,2011,August
2011-08-03,2011-08-05,First Class,Consumer,United States,Denver,Colorado,West,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925,2011,August
2014-12-18,2014-12-22,Second Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.284,2,0.8,-178.9668,2014,December
2014-06-04,2014-06-08,Standard Class,Corporate,United States,Franklin,Tennessee,South,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712,2014,June
2014-12-10,2014-12-15,Standard Class,Consumer,United States,Whittier,California,West,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,4,0.2,44.4768,2014,December
2014-12-02,2014-12-08,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,4,0.0,5.8744,2014,December
2014-12-02,2014-12-08,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0.0,35.6346,2014,December
2014-12-02,2014-12-08,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0.0,7.4824,2014,December
2014-12-02,2014-12-08,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,0.0,16.2099,2014,December
2014-12-02,2014-12-08,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0.0,3.6796,2014,December
2012-02-09,2012-02-13,Second Class,Corporate,United States,Dallas,Texas,Central,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5,2012,February
2012-01-02,2012-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88,2012,January
2012-01-02,2012-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323,2012,January
2012-01-02,2012-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958,2012,January
2012-01-02,2012-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,9,0.7,-950.4,2012,January
2012-01-02,2012-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792,2012,January
2013-10-29,2013-11-02,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0.0,26.0568,2013,October
2013-10-29,2013-11-02,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782,2013,October
2012-12-24,2012-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148,2012,December
2012-12-24,2012-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302,2012,December
2012-12-24,2012-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432,2012,December
2012-12-24,2012-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848,2012,December
2012-12-24,2012-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,4,0.7,-383.9904,2012,December
2012-12-24,2012-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168,2012,December
2012-08-09,2012-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.0,0.968,2012,August
2012-08-09,2012-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.939,2012,August
2012-08-09,2012-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0.0,0.2198,2012,August
2012-02-28,2012-03-04,Standard Class,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,-28.2744,2012,February
2012-02-28,2012-03-04,Standard Class,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408,2012,February
2011-09-13,2011-09-17,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432,2011,September
2014-04-08,2014-04-13,Standard Class,Home Office,United States,Tampa,Florida,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048,2014,April
2014-04-08,2014-04-13,Standard Class,Home Office,United States,Tampa,Florida,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458,2014,April
2014-04-08,2014-04-13,Standard Class,Home Office,United States,Tampa,Florida,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.328,2,0.7,-3.552,2014,April
2014-04-08,2014-04-13,Standard Class,Home Office,United States,Tampa,Florida,South,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0.0,2014,April
2014-04-08,2014-04-13,Standard Class,Home Office,United States,Tampa,Florida,South,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976,3,0.2,-7.7247,2014,April
2014-11-13,2014-11-17,Standard Class,Corporate,United States,Santa Clara,California,West,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,0.0,4.752,2014,November
2013-06-05,2013-06-10,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.396,2013,June
2013-06-05,2013-06-10,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728,2013,June
2013-06-05,2013-06-10,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Staples,11.688,3,0.6,-4.6752,2013,June
2013-06-05,2013-06-10,Second Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2,0.2,11.1944,2013,June
2013-06-05,2013-06-10,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513,2013,June
2013-06-05,2013-06-10,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308,2013,June
2013-06-05,2013-06-10,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,2013,June
2011-06-01,2011-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0.0,580.5394,2011,June
2011-06-01,2011-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68,2011,June
